ID,brand,model,vehiclenumber,cost,status,duration
92916,suzuki,,47,33255,,0
92917,suzuki25,,39,36769,,0
92918,bajaj,,43,28199,,0
92919,bajaj1,,49,49161,,0
92920,honda,,28,49681,,0
92921,suzuki,,22,27311,,0
92922,suzuki25,,57,29126,,0
92923,bajaj,,54,27616,,0
92924,bajaj1,,41,48155,,0
92925,honda,,65,31296,,0
92926,suzuki,,30,38638,,0
92927,suzuki25,,58,38333,,0
92928,bajaj,,62,46523,,0
92929,bajaj1,,43,25281,,0
92930,honda,,26,24170,,0
92931,suzuki,,38,50604,,0
92932,suzuki25,,59,32875,,0
92933,bajaj,,61,21121,,0
92934,bajaj1,,61,49669,,0
92935,honda,,34,25823,,0
92936,suzuki,,41,30699,,0
92937,suzuki25,,52,29748,,0
92938,bajaj,,68,47889,,0
92939,bajaj1,,65,30765,,0
92940,honda,,54,37053,,0
92941,suzuki,,42,29041,,0
92942,suzuki25,,45,22753,,0
92943,bajaj,,26,27278,,0
92944,bajaj1,,29,30376,,0
92945,honda,,45,34099,,0
92946,suzuki,,62,26447,,0
92947,suzuki25,,48,26529,,0
92948,bajaj,,38,47926,,0
92949,bajaj1,,33,40540,,0
92950,honda,,53,42295,,0
92951,suzuki,,32,50726,,0
92952,suzuki25,,67,37942,,0
92953,bajaj,,23,37421,,0
92954,bajaj1,,31,35577,,0
92955,honda,,52,33412,,0
92956,suzuki,,38,43578,,0
92957,suzuki25,,61,24272,,0
92958,bajaj,,34,41211,,0
92959,bajaj1,,64,51524,,0
92960,honda,,39,30490,,0
92961,suzuki,,42,32207,,0
92962,suzuki25,,38,26149,,0
92963,bajaj,,67,37267,,0
92964,bajaj1,,56,46191,,0
92965,honda,,55,50842,,0
92966,suzuki,,60,50788,,0
92967,suzuki25,,21,51140,,0
92968,bajaj,,36,23065,,0
92969,bajaj1,,53,24836,,0
92970,honda,,55,41256,,0
92971,suzuki,,22,34764,,0
92972,suzuki25,,44,44218,,0
92973,bajaj,,28,51142,,0
92974,bajaj1,,54,24549,,0
92975,honda,,47,26565,,0
92976,suzuki,,49,23609,,0
92977,suzuki25,,56,23291,,0
92978,bajaj,,66,40085,,0
92979,bajaj1,,64,21100,,0
92980,honda,,59,45631,,0
92981,suzuki,,62,33442,,0
92982,suzuki25,,54,22580,,0
92983,bajaj,,26,29091,,0
92984,bajaj1,,69,20669,,0
92985,honda,,40,24864,,0
92986,suzuki,,20,49475,,0
92987,suzuki25,,57,43247,,0
92988,bajaj,,60,32868,,0
92989,bajaj1,,30,38332,,0
92990,honda,,62,35399,,0
92991,suzuki,,29,40955,,0
92992,suzuki25,,43,36652,,0
92993,bajaj,,25,36640,,0
92994,bajaj1,,58,20551,,0
92995,honda,,56,23827,,0
92996,suzuki,,41,48846,,0
92997,suzuki25,,58,28126,,0
92998,bajaj,,65,37201,,0
92999,bajaj1,,30,28585,,0
93000,honda,,23,49994,,0
93001,suzuki,,55,30441,,0
93002,suzuki25,,42,45813,,0
93003,bajaj,,22,43732,,0
93004,bajaj1,,58,20833,,0
93005,honda,,50,38424,,0
93006,suzuki,,39,39111,,0
93007,suzuki25,,25,28620,,0
93008,bajaj,,34,48412,,0
93009,bajaj1,,29,28839,,0
93010,honda,,33,51938,,0
93011,suzuki,,67,34928,,0
93012,suzuki25,,54,43075,,0
93013,bajaj,,68,34741,,0
93014,bajaj1,,40,44128,,0
93015,honda,,59,37312,,0
93016,suzuki,,42,49383,,0
93017,suzuki25,,37,27335,,0
93018,bajaj,,40,49635,,0
93019,bajaj1,,53,30307,,0
93020,honda,,66,36825,,0
93021,suzuki,,62,31299,,0
93022,suzuki25,,51,34832,,0
93023,bajaj,,44,31010,,0
93024,bajaj1,,26,22320,,0
93025,honda,,22,47606,,0
93026,suzuki,,45,23055,,0
93027,suzuki25,,36,20331,,0
93028,bajaj,,54,32967,,0
93029,bajaj1,,69,45967,,0
93030,honda,,47,26636,,0
93031,suzuki,,58,52175,,0
93032,suzuki25,,36,40124,,0
93033,bajaj,,63,26914,,0
93034,bajaj1,,53,48568,,0
93035,honda,,23,39044,,0
93036,suzuki,,31,28659,,0
93037,suzuki25,,21,22438,,0
93038,bajaj,,68,22728,,0
93039,bajaj1,,24,33252,,0
93040,honda,,25,37521,,0
93041,suzuki,,60,35191,,0
93042,suzuki25,,52,20341,,0
93043,bajaj,,59,20716,,0
93044,bajaj1,,27,40577,,0
93045,honda,,23,47316,,0
93046,suzuki,,22,34554,,0
93047,suzuki25,,26,46526,,0
93048,bajaj,,56,28146,,0
93049,bajaj1,,59,33378,,0
93050,honda,,42,31258,,0
93051,suzuki,,23,49695,,0
93052,suzuki25,,69,27095,,0
93053,bajaj,,24,42920,,0
93054,bajaj1,,60,36760,,0
93055,honda,,63,29690,,0
93056,suzuki,,56,26726,,0
93057,suzuki25,,23,24977,,0
93058,bajaj,,47,32957,,0
93059,bajaj1,,33,20443,,0
93060,honda,,37,39834,,0
93061,suzuki,,51,49901,,0
93062,suzuki25,,22,20437,,0
93063,bajaj,,59,35701,,0
93064,bajaj1,,54,36785,,0
93065,honda,,63,43759,,0
93066,suzuki,,33,20146,,0
93067,suzuki25,,31,51228,,0
93068,bajaj,,66,47534,,0
93069,bajaj1,,49,51120,,0
93070,honda,,36,46375,,0
93071,suzuki,,56,23883,,0
93072,suzuki25,,49,38360,,0
93073,bajaj,,69,43179,,0
93074,bajaj1,,44,51086,,0
93075,honda,,27,45856,,0
93076,suzuki,,42,22073,,0
93077,suzuki25,,69,24896,,0
93078,bajaj,,25,36163,,0
93079,bajaj1,,50,44251,,0
93080,honda,,34,41248,,0
93081,suzuki,,22,47922,,0
93082,suzuki25,,58,38695,,0
93083,bajaj,,32,41827,,0
93084,bajaj1,,45,24480,,0
93085,honda,,69,31016,,0
93086,suzuki,,25,22046,,0
93087,suzuki25,,42,28609,,0
93088,bajaj,,67,39951,,0
93089,bajaj1,,36,43311,,0
93090,honda,,43,33169,,0
93091,suzuki,,61,34211,,0
93092,suzuki25,,44,28807,,0
93093,bajaj,,38,34614,,0
93094,bajaj1,,45,36332,,0
93095,honda,,49,40410,,0
93096,suzuki,,56,34152,,0
93097,suzuki25,,61,28561,,0
93098,bajaj,,37,45857,,0
93099,bajaj1,,22,28893,,0
93100,honda,,66,40916,,0
93101,suzuki,,31,24951,,0
93102,suzuki25,,59,33572,,0
93103,bajaj,,22,33091,,0
93104,bajaj1,,64,49202,,0
93105,honda,,39,37252,,0
93106,suzuki,,29,36973,,0
93107,suzuki25,,26,30285,,0
93108,bajaj,,63,20652,,0
93109,bajaj1,,29,35896,,0
93110,honda,,45,42106,,0
93111,suzuki,,25,34393,,0
93112,suzuki25,,31,25520,,0
93113,bajaj,,68,26741,,0
93114,bajaj1,,22,34378,,0
93115,honda,,62,29040,,0
93116,suzuki,,40,33395,,0
93117,suzuki25,,49,35333,,0
93118,bajaj,,38,20706,,0
93119,bajaj1,,55,35770,,0
93120,honda,,60,35689,,0
93121,suzuki,,21,29714,,0
93122,suzuki25,,44,22987,,0
93123,bajaj,,64,22532,,0
93124,bajaj1,,54,41167,,0
93125,honda,,27,43948,,0
93126,suzuki,,48,42898,,0
93127,suzuki25,,33,45633,,0
93128,bajaj,,24,42785,,0
93129,bajaj1,,44,43591,,0
93130,honda,,41,30791,,0
93131,suzuki,,21,35333,,0
93132,suzuki25,,51,21412,,0
93133,bajaj,,59,24634,,0
93134,bajaj1,,34,22527,,0
93135,honda,,33,44300,,0
93136,suzuki,,30,51934,,0
93137,suzuki25,,53,51009,,0
93138,bajaj,,62,51027,,0
93139,bajaj1,,42,41393,,0
93140,honda,,24,20248,,0
93141,suzuki,,58,34043,,0
93142,suzuki25,,58,29150,,0
93143,bajaj,,29,37240,,0
93144,bajaj1,,69,32483,,0
93145,honda,,32,40301,,0
93146,suzuki,,68,29891,,0
93147,suzuki25,,48,50053,,0
93148,bajaj,,49,41872,,0
93149,bajaj1,,50,46462,,0
93150,honda,,54,46372,,0
93151,suzuki,,40,42786,,0
93152,suzuki25,,36,36790,,0
93153,bajaj,,69,25977,,0
93154,bajaj1,,46,50860,,0
93155,honda,,21,28221,,0
93156,suzuki,,20,36272,,0
93157,suzuki25,,32,39822,,0
93158,bajaj,,51,25094,,0
93159,bajaj1,,44,47079,,0
93160,honda,,20,24093,,0
93161,suzuki,,52,36433,,0
93162,suzuki25,,20,27492,,0
93163,bajaj,,35,51926,,0
93164,bajaj1,,57,50782,,0
93165,honda,,63,48953,,0
93166,suzuki,,44,35065,,0
93167,suzuki25,,21,24548,,0
93168,bajaj,,42,44828,,0
93169,bajaj1,,29,36130,,0
93170,honda,,61,51583,,0
93171,suzuki,,27,31886,,0
93172,suzuki25,,40,21183,,0
93173,bajaj,,65,22220,,0
93174,bajaj1,,57,23218,,0
93175,honda,,20,23926,,0
93176,suzuki,,69,31736,,0
93177,suzuki25,,23,44377,,0
93178,bajaj,,44,20434,,0
93179,bajaj1,,20,28898,,0
93180,honda,,49,21559,,0
93181,suzuki,,25,38611,,0
93182,suzuki25,,64,30757,,0
93183,bajaj,,51,24890,,0
93184,bajaj1,,63,49718,,0
93185,honda,,56,24740,,0
93186,suzuki,,61,50547,,0
93187,suzuki25,,61,44942,,0
93188,bajaj,,52,22636,,0
93189,bajaj1,,69,33308,,0
93190,honda,,24,49801,,0
93191,suzuki,,32,24078,,0
93192,suzuki25,,59,21403,,0
93193,bajaj,,38,36591,,0
93194,bajaj1,,48,39350,,0
93195,honda,,21,43663,,0
93196,suzuki,,54,43331,,0
93197,suzuki25,,69,47540,,0
93198,bajaj,,67,43857,,0
93199,bajaj1,,66,22797,,0
93200,honda,,23,42540,,0
93201,suzuki,,51,26215,,0
93202,suzuki25,,68,46129,,0
93203,bajaj,,54,36387,,0
93204,bajaj1,,43,40160,,0
93205,honda,,54,52456,,0
93206,suzuki,,21,33843,,0
93207,suzuki25,,27,47509,,0
93208,bajaj,,69,42030,,0
93209,bajaj1,,21,43898,,0
93210,honda,,68,50360,,0
93211,suzuki,,64,37063,,0
93212,suzuki25,,20,26025,,0
93213,bajaj,,27,35140,,0
93214,bajaj1,,23,20260,,0
93215,honda,,63,39235,,0
93216,suzuki,,26,31783,,0
93217,suzuki25,,25,35028,,0
93218,bajaj,,54,37728,,0
93219,bajaj1,,30,49975,,0
93220,honda,,55,25155,,0
93221,suzuki,,21,51863,,0
93222,suzuki25,,51,36441,,0
93223,bajaj,,67,37877,,0
93224,bajaj1,,69,28891,,0
93225,honda,,23,24418,,0
93226,suzuki,,51,20607,,0
93227,suzuki25,,21,24689,,0
93228,bajaj,,29,28050,,0
93229,bajaj1,,21,51948,,0
93230,honda,,37,37959,,0
93231,suzuki,,33,38854,,0
93232,suzuki25,,49,43343,,0
93233,bajaj,,52,38481,,0
93234,bajaj1,,66,25769,,0
93235,honda,,42,40369,,0
93236,suzuki,,32,44732,,0
93237,suzuki25,,35,29329,,0
93238,bajaj,,24,21411,,0
93239,bajaj1,,57,46356,,0
93240,honda,,27,32968,,0
93241,suzuki,,23,27406,,0
93242,suzuki25,,57,49332,,0
93243,bajaj,,43,31349,,0
93244,bajaj1,,36,26917,,0
93245,honda,,40,43026,,0
93246,suzuki,,53,44897,,0
93247,suzuki25,,46,28284,,0
93248,bajaj,,24,22219,,0
93249,bajaj1,,50,49479,,0
93250,honda,,36,44468,,0
93251,suzuki,,55,36985,,0
93252,suzuki25,,55,52339,,0
93253,bajaj,,35,41021,,0
93254,bajaj1,,68,51896,,0
93255,honda,,50,35036,,0
93256,suzuki,,49,24349,,0
93257,suzuki25,,63,29416,,0
93258,bajaj,,54,40190,,0
93259,bajaj1,,43,25531,,0
93260,honda,,51,50315,,0
93261,suzuki,,47,44576,,0
93262,suzuki25,,51,22811,,0
93263,bajaj,,69,23375,,0
93264,bajaj1,,48,29124,,0
93265,honda,,33,40991,,0
93266,suzuki,,46,30760,,0
93267,suzuki25,,27,45687,,0
93268,bajaj,,56,51601,,0
93269,bajaj1,,45,37637,,0
93270,honda,,46,28225,,0
93271,suzuki,,56,40755,,0
93272,suzuki25,,28,23299,,0
93273,bajaj,,25,32599,,0
93274,bajaj1,,59,28934,,0
93275,honda,,42,50474,,0
93276,suzuki,,64,45035,,0
93277,suzuki25,,68,20092,,0
93278,bajaj,,28,52765,,0
93279,bajaj1,,59,49190,,0
93280,honda,,59,43873,,0
93281,suzuki,,57,44351,,0
93282,suzuki25,,35,20910,,0
93283,bajaj,,30,48787,,0
93284,bajaj1,,40,30782,,0
93285,honda,,43,28240,,0
93286,suzuki,,60,48357,,0
93287,suzuki25,,32,44035,,0
93288,bajaj,,44,34722,,0
93289,bajaj1,,44,31939,,0
93290,honda,,64,52340,,0
93291,suzuki,,44,27564,,0
93292,suzuki25,,56,40814,,0
93293,bajaj,,42,24208,,0
93294,bajaj1,,55,20238,,0
93295,honda,,20,41704,,0
93296,suzuki,,61,30923,,0
93297,suzuki25,,44,50961,,0
93298,bajaj,,59,52205,,0
93299,bajaj1,,47,37813,,0
93300,honda,,31,28321,,0
93301,suzuki,,42,47495,,0
93302,suzuki25,,62,47437,,0
93303,bajaj,,65,34611,,0
93304,bajaj1,,29,48161,,0
93305,honda,,25,48020,,0
93306,suzuki,,43,49903,,0
93307,suzuki25,,59,51240,,0
93308,bajaj,,45,52028,,0
93309,bajaj1,,64,38850,,0
93310,honda,,20,41111,,0
93311,suzuki,,21,44415,,0
93312,suzuki25,,31,37673,,0
93313,bajaj,,40,45051,,0
93314,bajaj1,,63,31886,,0
93315,honda,,37,46277,,0
93316,suzuki,,69,34531,,0
93317,suzuki25,,61,24592,,0
93318,bajaj,,61,27168,,0
93319,bajaj1,,49,44203,,0
93320,honda,,20,37800,,0
93321,suzuki,,23,28723,,0
93322,suzuki25,,41,27679,,0
93323,bajaj,,48,28551,,0
93324,bajaj1,,65,44924,,0
93325,honda,,64,38780,,0
93326,suzuki,,34,35679,,0
93327,suzuki25,,35,44498,,0
93328,bajaj,,65,30628,,0
93329,bajaj1,,69,36455,,0
93330,honda,,45,32056,,0
93331,suzuki,,57,51371,,0
93332,suzuki25,,21,24363,,0
93333,bajaj,,33,45396,,0
93334,bajaj1,,33,23047,,0
93335,honda,,61,48211,,0
93336,suzuki,,69,28001,,0
93337,suzuki25,,66,45830,,0
93338,bajaj,,24,25517,,0
93339,bajaj1,,44,39599,,0
93340,honda,,23,35927,,0
93341,suzuki,,63,24357,,0
93342,suzuki25,,54,23567,,0
93343,bajaj,,54,38345,,0
93344,bajaj1,,42,26468,,0
93345,honda,,21,27836,,0
93346,suzuki,,53,27540,,0
93347,suzuki25,,54,39503,,0
93348,bajaj,,33,22946,,0
93349,bajaj1,,69,24763,,0
93350,honda,,25,38826,,0
93351,suzuki,,35,31251,,0
93352,suzuki25,,37,27762,,0
93353,bajaj,,35,32886,,0
93354,bajaj1,,43,51521,,0
93355,honda,,64,42633,,0
93356,suzuki,,62,26100,,0
93357,suzuki25,,28,21540,,0
93358,bajaj,,65,25422,,0
93359,bajaj1,,44,31564,,0
93360,honda,,68,26512,,0
93361,suzuki,,59,47458,,0
93362,suzuki25,,56,26953,,0
93363,bajaj,,58,39065,,0
93364,bajaj1,,42,40048,,0
93365,honda,,25,34222,,0
93366,suzuki,,37,46512,,0
93367,suzuki25,,38,52691,,0
93368,bajaj,,67,30723,,0
93369,bajaj1,,31,47340,,0
93370,honda,,52,49282,,0
93371,suzuki,,64,37885,,0
93372,suzuki25,,62,33916,,0
93373,bajaj,,35,49123,,0
93374,bajaj1,,51,30149,,0
93375,honda,,50,38979,,0
93376,suzuki,,61,49488,,0
93377,suzuki25,,28,50881,,0
93378,bajaj,,30,39936,,0
93379,bajaj1,,23,22130,,0
93380,honda,,54,37308,,0
93381,suzuki,,33,39827,,0
93382,suzuki25,,37,51906,,0
93383,bajaj,,59,50043,,0
93384,bajaj1,,44,47933,,0
93385,honda,,54,41166,,0
93386,suzuki,,27,28953,,0
93387,suzuki25,,32,34804,,0
93388,bajaj,,37,29718,,0
93389,bajaj1,,40,20425,,0
93390,honda,,31,27675,,0
93391,suzuki,,61,51862,,0
93392,suzuki25,,30,33230,,0
93393,bajaj,,47,52033,,0
93394,bajaj1,,64,44385,,0
93395,honda,,54,35520,,0
93396,suzuki,,45,26542,,0
93397,suzuki25,,56,33235,,0
93398,bajaj,,50,29063,,0
93399,bajaj1,,20,35571,,0
93400,honda,,66,42311,,0
93401,suzuki,,31,24709,,0
93402,suzuki25,,61,34477,,0
93403,bajaj,,50,52052,,0
93404,bajaj1,,57,34027,,0
93405,honda,,30,38206,,0
93406,suzuki,,67,41721,,0
93407,suzuki25,,46,37934,,0
93408,bajaj,,21,31279,,0
93409,bajaj1,,34,24906,,0
93410,honda,,58,51987,,0
93411,suzuki,,60,36973,,0
93412,suzuki25,,24,36976,,0
93413,bajaj,,35,31703,,0
93414,bajaj1,,32,51368,,0
93415,honda,,54,30755,,0
93416,suzuki,,21,26954,,0
93417,suzuki25,,34,33914,,0
93418,bajaj,,36,45287,,0
93419,bajaj1,,44,51975,,0
93420,honda,,58,52002,,0
93421,suzuki,,66,34218,,0
93422,suzuki25,,49,31495,,0
93423,bajaj,,49,39665,,0
93424,bajaj1,,28,49054,,0
93425,honda,,33,34628,,0
93426,suzuki,,58,42687,,0
93427,suzuki25,,33,26207,,0
93428,bajaj,,59,49703,,0
93429,bajaj1,,52,45318,,0
93430,honda,,65,29388,,0
93431,suzuki,,37,33523,,0
93432,suzuki25,,51,32366,,0
93433,bajaj,,30,32020,,0
93434,bajaj1,,33,41839,,0
93435,honda,,68,38899,,0
93436,suzuki,,66,40676,,0
93437,suzuki25,,55,31350,,0
93438,bajaj,,42,22764,,0
93439,bajaj1,,64,43208,,0
93440,honda,,54,43841,,0
93441,suzuki,,51,40855,,0
93442,suzuki25,,49,30220,,0
93443,bajaj,,58,44928,,0
93444,bajaj1,,34,30462,,0
93445,honda,,38,44231,,0
93446,suzuki,,62,38556,,0
93447,suzuki25,,56,51020,,0
93448,bajaj,,65,40922,,0
93449,bajaj1,,46,40634,,0
93450,honda,,26,38380,,0
93451,suzuki,,24,26370,,0
93452,suzuki25,,43,40025,,0
93453,bajaj,,63,45320,,0
93454,bajaj1,,46,42321,,0
93455,honda,,25,43931,,0
93456,suzuki,,21,23104,,0
93457,suzuki25,,69,28843,,0
93458,bajaj,,55,29347,,0
93459,bajaj1,,64,45750,,0
93460,honda,,53,27931,,0
93461,suzuki,,51,24196,,0
93462,suzuki25,,61,24255,,0
93463,bajaj,,46,34068,,0
93464,bajaj1,,28,52407,,0
93465,honda,,22,41430,,0
93466,suzuki,,53,50183,,0
93467,suzuki25,,36,37147,,0
93468,bajaj,,53,41896,,0
93469,bajaj1,,59,51913,,0
93470,honda,,33,52445,,0
93471,suzuki,,29,46419,,0
93472,suzuki25,,49,44484,,0
93473,bajaj,,36,42216,,0
93474,bajaj1,,50,23083,,0
93475,honda,,45,23275,,0
93476,suzuki,,57,42662,,0
93477,suzuki25,,26,39332,,0
93478,bajaj,,64,31198,,0
93479,bajaj1,,67,41013,,0
93480,honda,,55,51244,,0
93481,suzuki,,60,41679,,0
93482,suzuki25,,41,28007,,0
93483,bajaj,,46,37669,,0
93484,bajaj1,,48,22778,,0
93485,honda,,28,52513,,0
93486,suzuki,,57,49209,,0
93487,suzuki25,,34,31702,,0
93488,bajaj,,67,51957,,0
93489,bajaj1,,38,51895,,0
93490,honda,,61,28237,,0
93491,suzuki,,51,46854,,0
93492,suzuki25,,23,27080,,0
93493,bajaj,,44,38287,,0
93494,bajaj1,,30,39585,,0
93495,honda,,26,41109,,0
93496,suzuki,,52,39266,,0
93497,suzuki25,,39,41485,,0
93498,bajaj,,20,21940,,0
93499,bajaj1,,53,36362,,0
93500,honda,,46,42102,,0
93501,suzuki,,44,41337,,0
93502,suzuki25,,61,29708,,0
93503,bajaj,,26,22798,,0
93504,bajaj1,,37,39674,,0
93505,honda,,32,21630,,0
93506,suzuki,,21,29873,,0
93507,suzuki25,,33,31215,,0
93508,bajaj,,33,49320,,0
93509,bajaj1,,31,28076,,0
93510,honda,,21,30639,,0
93511,suzuki,,38,45598,,0
93512,suzuki25,,22,35713,,0
93513,bajaj,,66,33784,,0
93514,bajaj1,,56,50328,,0
93515,honda,,68,50865,,0
93516,suzuki,,24,45637,,0
93517,suzuki25,,54,38199,,0
93518,bajaj,,26,24831,,0
93519,bajaj1,,55,51938,,0
93520,honda,,58,51964,,0
93521,suzuki,,59,39078,,0
93522,suzuki25,,48,46846,,0
93523,bajaj,,33,31374,,0
93524,bajaj1,,53,31088,,0
93525,honda,,54,41317,,0
93526,suzuki,,66,52145,,0
93527,suzuki25,,51,42166,,0
93528,bajaj,,27,44464,,0
93529,bajaj1,,44,37112,,0
93530,honda,,68,34233,,0
93531,suzuki,,50,42498,,0
93532,suzuki25,,55,29326,,0
93533,bajaj,,32,22981,,0
93534,bajaj1,,68,33722,,0
93535,honda,,46,29497,,0
93536,suzuki,,20,52258,,0
93537,suzuki25,,63,20888,,0
93538,bajaj,,28,33501,,0
93539,bajaj1,,37,46027,,0
93540,honda,,36,42565,,0
93541,suzuki,,66,37921,,0
93542,suzuki25,,51,21838,,0
93543,bajaj,,38,27719,,0
93544,bajaj1,,63,21271,,0
93545,honda,,68,30069,,0
93546,suzuki,,28,26815,,0
93547,suzuki25,,65,47333,,0
93548,bajaj,,57,39290,,0
93549,bajaj1,,51,33929,,0
93550,honda,,21,23780,,0
93551,suzuki,,23,38909,,0
93552,suzuki25,,57,21397,,0
93553,bajaj,,29,40379,,0
93554,bajaj1,,69,43509,,0
93555,honda,,45,50318,,0
93556,suzuki,,58,40273,,0
93557,suzuki25,,40,36169,,0
93558,bajaj,,30,22319,,0
93559,bajaj1,,66,41144,,0
93560,honda,,27,37599,,0
93561,suzuki,,32,49623,,0
93562,suzuki25,,62,49491,,0
93563,bajaj,,62,45122,,0
93564,bajaj1,,60,40753,,0
93565,honda,,58,36589,,0
93566,suzuki,,40,28965,,0
93567,suzuki25,,46,41749,,0
93568,bajaj,,48,23164,,0
93569,bajaj1,,37,32630,,0
93570,honda,,47,33263,,0
93571,suzuki,,32,28607,,0
93572,suzuki25,,25,30908,,0
93573,bajaj,,48,47171,,0
93574,bajaj1,,42,38908,,0
93575,honda,,67,32241,,0
93576,suzuki,,57,51248,,0
93577,suzuki25,,20,27270,,0
93578,bajaj,,49,26397,,0
93579,bajaj1,,61,24833,,0
93580,honda,,35,49114,,0
93581,suzuki,,63,22103,,0
93582,suzuki25,,37,51495,,0
93583,bajaj,,65,41577,,0
93584,bajaj1,,37,40448,,0
93585,honda,,65,23859,,0
93586,suzuki,,27,25714,,0
93587,suzuki25,,56,40006,,0
93588,bajaj,,20,38574,,0
93589,bajaj1,,38,42104,,0
93590,honda,,65,25180,,0
93591,suzuki,,30,25562,,0
93592,suzuki25,,57,37425,,0
93593,bajaj,,33,51178,,0
93594,bajaj1,,21,46532,,0
93595,honda,,36,50186,,0
93596,suzuki,,54,31645,,0
93597,suzuki25,,56,39985,,0
93598,bajaj,,38,29071,,0
93599,bajaj1,,47,51169,,0
93600,honda,,55,40777,,0
93601,suzuki,,32,33113,,0
93602,suzuki25,,58,44839,,0
93603,bajaj,,32,21771,,0
93604,bajaj1,,23,39246,,0
93605,honda,,39,50512,,0
93606,suzuki,,44,34039,,0
93607,suzuki25,,59,22107,,0
93608,bajaj,,37,21515,,0
93609,bajaj1,,28,38507,,0
93610,honda,,27,36081,,0
93611,suzuki,,65,30277,,0
93612,suzuki25,,45,38563,,0
93613,bajaj,,36,34274,,0
93614,bajaj1,,40,31496,,0
93615,honda,,47,26981,,0
93616,suzuki,,24,41854,,0
93617,suzuki25,,22,39504,,0
93618,bajaj,,28,50101,,0
93619,bajaj1,,55,51446,,0
93620,honda,,38,26308,,0
93621,suzuki,,40,29236,,0
93622,suzuki25,,31,21110,,0
93623,bajaj,,37,32092,,0
93624,bajaj1,,22,46309,,0
93625,honda,,44,30322,,0
93626,suzuki,,59,20555,,0
93627,suzuki25,,57,47259,,0
93628,bajaj,,34,39188,,0
93629,bajaj1,,49,40146,,0
93630,honda,,47,31288,,0
93631,suzuki,,56,32989,,0
93632,suzuki25,,28,46023,,0
93633,bajaj,,57,47743,,0
93634,bajaj1,,25,34758,,0
93635,honda,,32,51952,,0
93636,suzuki,,20,43321,,0
93637,suzuki25,,25,26250,,0
93638,bajaj,,28,41345,,0
93639,bajaj1,,69,42181,,0
93640,honda,,45,40936,,0
93641,suzuki,,61,27749,,0
93642,suzuki25,,55,26491,,0
93643,bajaj,,32,28658,,0
93644,bajaj1,,38,20248,,0
93645,honda,,47,20073,,0
93646,suzuki,,45,34759,,0
93647,suzuki25,,48,44081,,0
93648,bajaj,,28,40269,,0
93649,bajaj1,,29,22608,,0
93650,honda,,59,25855,,0
93651,suzuki,,45,20959,,0
93652,suzuki25,,60,20181,,0
93653,bajaj,,37,49595,,0
93654,bajaj1,,40,52415,,0
93655,honda,,61,48254,,0
93656,suzuki,,58,50236,,0
93657,suzuki25,,25,24750,,0
93658,bajaj,,60,48680,,0
93659,bajaj1,,56,42292,,0
93660,honda,,42,51413,,0
93661,suzuki,,52,27663,,0
93662,suzuki25,,59,49246,,0
93663,bajaj,,25,44361,,0
93664,bajaj1,,50,28984,,0
93665,honda,,53,20010,,0
93666,suzuki,,57,51466,,0
93667,suzuki25,,58,30893,,0
93668,bajaj,,23,35263,,0
93669,bajaj1,,51,34608,,0
93670,honda,,43,45785,,0
93671,suzuki,,62,22639,,0
93672,suzuki25,,33,38152,,0
93673,bajaj,,42,40883,,0
93674,bajaj1,,22,50171,,0
93675,honda,,38,34119,,0
93676,suzuki,,50,23158,,0
93677,suzuki25,,23,43820,,0
93678,bajaj,,67,50341,,0
93679,bajaj1,,50,27149,,0
93680,honda,,58,33968,,0
93681,suzuki,,40,23157,,0
93682,suzuki25,,39,42383,,0
93683,bajaj,,29,32320,,0
93684,bajaj1,,54,20512,,0
93685,honda,,51,40528,,0
93686,suzuki,,67,46710,,0
93687,suzuki25,,32,45185,,0
93688,bajaj,,58,51572,,0
93689,bajaj1,,60,23006,,0
93690,honda,,24,27803,,0
93691,suzuki,,67,24853,,0
93692,suzuki25,,40,39969,,0
93693,bajaj,,36,42280,,0
93694,bajaj1,,47,47427,,0
93695,honda,,30,27750,,0
93696,suzuki,,53,28892,,0
93697,suzuki25,,60,40858,,0
93698,bajaj,,21,28725,,0
93699,bajaj1,,42,50562,,0
93700,honda,,56,23583,,0
93701,suzuki,,34,21122,,0
93702,suzuki25,,27,48703,,0
93703,bajaj,,24,41114,,0
93704,bajaj1,,44,23722,,0
93705,honda,,25,41878,,0
93706,suzuki,,38,44978,,0
93707,suzuki25,,57,44420,,0
93708,bajaj,,38,27135,,0
93709,bajaj1,,26,22379,,0
93710,honda,,34,50913,,0
93711,suzuki,,33,25146,,0
93712,suzuki25,,41,37604,,0
93713,bajaj,,35,41983,,0
93714,bajaj1,,57,41637,,0
93715,honda,,45,21849,,0
93716,suzuki,,34,44005,,0
93717,suzuki25,,39,21296,,0
93718,bajaj,,41,46300,,0
93719,bajaj1,,57,43171,,0
93720,honda,,38,36303,,0
93721,suzuki,,60,30018,,0
93722,suzuki25,,36,35045,,0
93723,bajaj,,55,33662,,0
93724,bajaj1,,57,25655,,0
93725,honda,,38,41821,,0
93726,suzuki,,65,39462,,0
93727,suzuki25,,42,40307,,0
93728,bajaj,,26,35825,,0
93729,bajaj1,,25,21005,,0
93730,honda,,25,47751,,0
93731,suzuki,,62,22703,,0
93732,suzuki25,,27,33177,,0
93733,bajaj,,54,46017,,0
93734,bajaj1,,31,35060,,0
93735,honda,,57,27781,,0
93736,suzuki,,42,24590,,0
93737,suzuki25,,66,43852,,0
